,Date,Country,City,State,Company,Type,Keywords
585,2022-05-11,Italy,Roma,Roma,Ministry of Defense,DDoS attack,"Lazio, Forze armate italiane, FF.AA., Esercito Italiano, Aeronautica Militare, Marina Militare, Arma dei Carabinieri, Guardia di Finanza, Italia,Government,Armed Forces, Military,Ministero della Difesa"
586,2022-05-11,Italy,Roma,Roma,Parliament,DDoS attack,"Lazio, Government,Italia,Senato della Repubblica"
587,2022-05-11,Russia,Missing,Missing,Research institute,In process of analysis,"Research and Development,ПИНРО"
588,2022-05-11,USA,Irving TX,TX,Hospitals,In process of analysis,"Texas, Dallas County, Healthcare,Christus Health"
589,2022-05-11,USA,Willows CA,CA,School district,In process of analysis,"California, Glenn County, Administration, Authority, Government, Public sector"
590,2022-05-13,Russia,Missing,Missing,Oil,In process of analysis,SOCAR Energoresource
591,2022-05-13,Russia,Missing,Missing,Airlines,In process of analysis,"Transportation,Airline,Aviation"
592,2022-05-13,Singapore,Missing,Missing,Media,In process of analysis,Nikkei Inc.
593,2022-05-13,Ukraine,Lviv,Lviv,City council,In process of analysis,"Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
594,2022-05-13,USA,Fort Sumner NM,NM,School district,In process of analysis,"New Mexico, De Baca County, Administration, Authority, Government, Public sector,Fort Sumner Municipal Schools"
595,2022-05-14,Belgium,Bastogne,Bastogne,Hospitals,In process of analysis,"Région wallonne, Province de Luxembourg, Healthcare,Vivalia"
596,2022-05-14,Switzerland,Lucerne LU,LU,Mass transit,In process of analysis,"Canton of Lucerne, Transportation,Bus,Rapid Transit, Mass Transit, Public Transport,Verkehrsbetriebe Luzern (VBL)"
597,2022-05-14,India,Visakhapatnam (Vizag),Visakhapatnam (Vizag),Police,In process of analysis,"Andhra Pradesh, Police, Law enforcement,Administration, Authority, Government, Public sector,Vizag City police"
598,2022-05-14,Portugal,Lisbon,Lisbon,News agency,In process of analysis,Lusa – Agência de Notícias de Portugal
599,2022-05-14,USA,Jersey City NJ,NJ,Betting operator,In process of analysis,"New Jersey, Hudson County,BetMGM"
600,2022-05-15,Australia,Norwest NSW,NSW,IT application,In process of analysis,"New South Wales, Healthcare,Welfare, Social,CTARS"
601,2022-05-15,Germany,Mettmann,NW,Chess club,In process of analysis,"North Rhine-Westphalia,Schachbezirk Düsseldorf,Schachbezirk DUsseldorf"
602,2022-05-15,New Zealand,Hamilton,Hamilton,IT,In process of analysis,"North Island, Waikato,Enlighten Designs"
603,2022-05-15,USA,Erie PA,PA,University,Ransomware,"Pennsylvania, Erie County, College, University, Research,Mercyhurst University"
604,2022-05-16,Chile,Missing,Missing,Joint Chiefs of Staff,In process of analysis,"Armed Forces, Military,Administration, Authority, Government, Public sector,Estado Mayor Conjunto"
605,2022-05-16,Italy,Roma,Roma,City government,In process of analysis,"Lazio, Italia,Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
606,2022-05-16,Latvia,Riga,Riga,Email service,In process of analysis,"Baltic Sea,Inbox.lv"
607,2022-05-16,Portugal,Ponta Delgada,Ponta Delgada,Electricity company,In process of analysis,"Azores, Disposal, Utility,Eletricidade dos Açores"
608,2022-05-16,USA,Kalamazoo MI,MI,Community college,In process of analysis,"Michigan, Kalamazoo County,Kalamazoo Valley Community College"
609,2022-05-17,Czech Republic,Praha,Praha,Road traffic authority,Ransomware,"Transportation,Administration, Authority, Government, Public sector,Automobile, Automotive, Cars,Ředitelství silnic a dálnic České republiky (ŘSD ČR)"
610,2022-05-17,Germany,Berlin,BE,Email provider,DDoS attack,Posteo
611,2022-05-18,Spain,Telde,Telde,City administration,In process of analysis,"Gran Canaria, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,Ayuntamiento d Telde"
612,2022-05-18,Spain,Pamplona,Pamplona,IT service provider,In process of analysis,"Navarra, Administration, Authority, Government, Public sector,Asociación Navarra de Informática Municipal S.A. (ANIMSA)"
613,2022-05-18,Ireland,Galway,Galway,University,In process of analysis,"College, University, Research,National University of Ireland Galway (NUI Galway)"
614,2022-05-18,Russia,Nizhny Tagil (Нижний Тагил),Nizhny Tagil (Нижний Тагил),Arms,In process of analysis,"Sverdlovsk Oblast, Armed Forces, Military,УралВагонЗавод (Uralvagonzavod)"
615,2022-05-18,USA,Toledo OH,OH,School district,In process of analysis,"Ohio, Lucas County, Administration, Authority, Government, Public sector,Washington Local Schools"
616,2022-05-19,Australia,Missing,Missing,Fund company,In process of analysis,"Finance, Money,Spirit Super"
617,2022-05-20,Italy,Roma,Roma,Police,In process of analysis,"Lazio, Police, Law enforcement,Italia,Administration, Authority, Government, Public sector,Polizia di Stato"
618,2022-05-20,Italy,Milano,Milano,Regulatory authority,In process of analysis,"Italia,Disposal, Utility,Administration, Authority, Government, Public sector,Autorità di regolazione per energia reti e ambiente (ARERA)"
619,2022-05-20,Italy,Roma,Roma,Transport association,In process of analysis,"Lazio, Transportation,Italia,Federtrasporto"
620,2022-05-20,Italy,Bergamo,Bergamo,Airport,In process of analysis,"Lombardy, Transportation,Italia,Aerodrome, Airport, Airfield,Aviation,SACBO S.p.A. / Milan Bergamo Airport"
621,2022-05-20,Italy,Genoa,Genoa,Airport,In process of analysis,"Liguria, Transportation,Italia,Aerodrome, Airport, Airfield,Aviation,Aeroporto di Genova-Sestri"
622,2022-05-20,Italy,Rimini,Rimini,Airport,In process of analysis,"Emilia-Romagna, Provincia di Rimini, Transportation,Italia,Aerodrome, Airport, Airfield,Aviation,Aeroporto di Rimini-Miramare"
623,2022-05-20,Italy,Verona,Verona,Customs authority,In process of analysis,"Regione del Veneto, Administration, Authority, Government, Public sector,Italia,Agenzia delle dogane e dei Monopoli"
624,2022-05-20,Italy,Roma,Roma,,In process of analysis,"Lazio, Italia,Government"
625,2022-05-20,Italy,Roma,Roma,Ministry of Defense,In process of analysis,"Lazio, Forze armate italiane, FF.AA., Esercito Italiano, Aeronautica Militare, Marina Militare, Arma dei Carabinieri, Guardia di Finanza, Administration, Authority, Government, Public sector,Government,Armed Forces, Military,Italia,Ministero della difesa"
626,2022-05-20,Italy,Roma,Roma,Ministry of Foreign Affairs,In process of analysis,"Lazio, Government,Italia,Ministero degli Affari Esteri e della Cooperazione Internazionale"
627,2022-05-20,Italy,Roma,Roma,Ministry of the Interior,In process of analysis,"Lazio, Government,Italia,Ministero dell'interno"
628,2022-05-20,Italy,Roma,Roma,Parliament,In process of analysis,"Lazio, Government,Italia,Senato della Repubblica"
629,2022-05-20,Italy,Roma,Roma,Supreme Judicial Council,In process of analysis,"Lazio, Italia,Justice, Legal,Consiglio superiore della magistratura (CSM)"
630,2022-05-20,Italy,Milano,Milano,Airports,In process of analysis,"Transportation,Italia,Aerodrome, Airport, Airfield,Aviation,SEA Group"
631,2022-05-20,Russia,Missing,Missing,Delivery service,In process of analysis,Delivery Club
632,2022-05-20,Russia,Missing,Missing,Banks,In process of analysis,"Finance, Money"
633,2022-05-20,USA,Carmel IN,IN,Medical practices,In process of analysis,"Indiana, Hamilton County, Healthcare,Goodman Campbell Brain and Spine"
634,2022-05-22,Canada,Regina SK,SK,School division,In process of analysis,"Saskatchewan, Administration, Authority, Government, Public sector,Regina Public School Division (RPSD)"
635,2022-05-22,Colombia,Bogota,Bogota,TV station,In process of analysis,Caracol Televisión
636,2022-05-22,Russia,Missing,Missing,,In process of analysis,Killnet
637,2022-05-22,USA,Charleston SC,SC,Artist,In process of analysis,"South Carolina, Charleston County,Mike Winklemann / Beeple"
638,2022-05-22,USA,New York City NY,NY,Wedding planner,In process of analysis,"New York,Zola, Inc."
639,2022-05-23,Belgium,Liège,Liège,Hospital,In process of analysis,"Wallonia, Healthcare,Centre Hospitalier Universitaire de Liège (CHU)"
640,2022-05-23,Belgium,Liège,Liège,University,In process of analysis,"Wallonia, College, University, Research,Université de Liège (ULiège)"
641,2022-05-23,Latvia,Riga,Riga,,DDoS attack,"Baltic Sea, Government"
642,2022-05-23,Malaysia,Kuala Lumpur,Kuala Lumpur,National Registration Department,In process of analysis,"Administration, Authority, Government, Public sector,Jabatan pendaftaran negara"
643,2022-05-23,United Kingdom,London,London,Port operator,DDoS attack,"Transportation,United Kingdom,Port of London Authority (PLA)"
644,2022-05-24,Austria,Klagenfurt am Wörthersee,Klagenfurt am Wörthersee,State government,In process of analysis,"Carinthia, Administration, Authority, Government, Public sector,Klagenfurt am WOrthersee"
645,2022-05-24,Germany,Bissingen,BY,Municipal administration,Ransomware,"Bavaria, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
646,2022-05-24,Belgium,Brussels,Brussels,Technology,In process of analysis,Akka Technologies
647,2022-05-24,India,Gurgaon / Gurugram / गुड़गांव,Gurgaon / Gurugram / गुड़गांव,Airline,In process of analysis,"Haryana, Transportation,Airline,Aviation,SpiceJet"
648,2022-05-24,United Kingdom,Evesham,Evesham,School,In process of analysis,"Worcestershire, United Kingdom,The De Montfort School"
649,2022-05-24,USA,Winston-Salem NC,NC,Clothing,In process of analysis,"North Carolina, Forsyth County, Consumer goods,Clothing, Fashion,HanesBrands Inc"
650,2022-05-24,USA,Somerville NJ,NJ,County administration,In process of analysis,"New Jersey, Somerset County, Administration, Authority, Government, Public sector,Somerset County"
651,2022-05-24,USA,San José CA,CA,Technology,In process of analysis,"California,Cisco"
652,2022-05-25,France,Redon,Redon,Municipalities,In process of analysis,"Bretagne, Département Ille-et-Vilaine, Administration, Authority, Government, Public sector,Redon Agglomération"
653,2022-05-25,USA,Falfurrias TX,TX,County courthouse,In process of analysis,"Texas, Administration, Authority, Government, Public sector,Brooks County"
654,2022-05-25,USA,Seattle WA,WA,IT,In process of analysis,"Washington, King County, Healthcare,MCG Health, LLC"
655,2022-05-25,Jamaica,Kingston,Kingston,Bank,In process of analysis,"Finance, Money,National Commercial Bank Jamaica (NCB)"
656,2022-05-26,Russia,Missing,Missing,Gas,In process of analysis,Gazprom
657,2022-05-26,Russia,Missing,Missing,Oil,In process of analysis,Lukoil
658,2022-05-26,Russia,Missing,Missing,Military intelligence service,In process of analysis,"Government,Armed Forces, Military,Administration, Authority, Government, Public sector,GRU"
659,2022-05-26,USA,Hamden CT,CT,City administration,In process of analysis,"Connecticut, New Haven County, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
660,2022-05-27,Brazil,Rio de Janeiro,Rio de Janeiro,Airport,In process of analysis,"Transportation,Aerodrome, Airport, Airfield,Aviation,Aeroporto Santos Dumont"
661,2022-05-27,France,Mâcon,Mâcon,Hospital,In process of analysis,"Bourgogne-Franche-Comté, Département Saône-et-Loire, Healthcare,Centre Hospitalier de Mâcon (CH Mâcon)"
662,2022-05-28,Romania,Bucharest,Bucharest,Ministry of Defense,In process of analysis,"Armata României, Forțele Terestre Române, Forțele Aeriene Române, Forțele Navale Române, Government,Armed Forces, Military,Administration, Authority, Government, Public sector,Ministerul Apărării Naționale - MApN"
663,2022-05-28,USA,Boise ID,ID,Healthcare system,In process of analysis,"Idaho, Ada County, Healthcare,St. Luke's Health System"
664,2022-05-30,Austria,Vienna,Vienna,Distance learning,In process of analysis,"College, University, Research,AMC Wirtschaftsakademie GmbH"
665,2022-05-30,Canada,Toronto ON,ON,Teachers' association,In process of analysis,"Ontario,Ontario Secondary School Teachers’ Federation (OSSTF/FEESO)"
666,2022-05-30,Germany,Nuremberg,BY,Religious congregation,In process of analysis,"Bavaria, Nürnberg, Nurnberg, Church, religion,Schwestern vom Göttlichen Erlöser (Niederbronner Schwestern),Schwestern vom GOttlichen ErlOser (Niederbronner Schwestern)"
667,2022-05-30,Germany,Missing,Missing,Party,In process of analysis,"Politics,Bündnis 90 / Die Grünen,BUndnis 90 / Die GrUnen"
668,2022-05-30,France,Dasle,Dasle,Municipality,In process of analysis,"Bourgogne-Franche-Comté, Département Doubs, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
669,2022-05-30,United Kingdom,Derby,Derby,Law firm,In process of analysis,"England, Derbyshire, Justice, Legal,United Kingdom,Nelsons"
670,2022-05-30,USA,Barnstable MA,MA,Bus transit,In process of analysis,"Massachusetts, Barnstable County, Transportation,Rapid Transit, Mass Transit, Public Transport,Bus,Cape Cod Regional Transit Authority (CCRTA)"
671,2022-05-30,USA,Santa Rosa Beach FL,FL,Fire district,In process of analysis,"Florida, Walton County, Administration, Authority, Government, Public sector,Emergency service, Rescue,South Walton Fire District (SWFD)"
672,2022-05-30,Argentina,Buenos Aires,Buenos Aires,TV station,In process of analysis,"TV,Artear"
673,2022-05-31,Canada,Montreal QC,QC,Avionics,In process of analysis,"Québec, Aviation,CMC Electronic"
674,2022-05-31,Switzerland,Zurich ZH,ZH,School,In process of analysis,"Canton of Zürich, Zürich,Kantonsschule Hottingen,Canton of ZUrich"
675,2022-05-31,Costa Rica,San José,San José,Social insurance,In process of analysis,"Healthcare,Caja Costarricense de Seguro Social (CCSS)"
676,2022-05-31,Germany,Aalen,BW,Media,In process of analysis,"Baden-Württemberg, Ostalbkreis district,SDZ Druck und Medien GmbH,Baden-WUrttemberg"
677,2022-05-31,Spain,Arrasate/Mondragón,Arrasate/Mondragón,Credit union,In process of analysis,"Basque Country, Finance, Money,Laboral Kutxa"
678,2022-05-31,Mexico,Tijuana,Tijuana,Electronics,Ransomware,"Baja California,Foxconn"
679,2022-05-31,USA,Butte MT,MT,School district,In process of analysis,"Montana, Silver Bow County, Administration, Authority, Government, Public sector,Butte School District No. 1"
681,2022-06-01,Austria,Hall in Tirol,Hall in Tirol,Pipes,In process of analysis,"Tyrol,Tiroler Rohre GmbH"
682,2022-06-01,France,Marseille,Marseille,Technology transfer,In process of analysis,"Provence-Alpes-Côte d’Azur, Département Bouches-du-Rhône, Research and Development"
683,2022-06-01,Latvia,Riga,Riga,Railroad,In process of analysis,"Baltic Sea, Transportation,Railway,Pasazieru vilciens"
684,2022-06-01,USA,Pittsburgh PA,PA,Health system,In process of analysis,"Pennsylvania, Allegheny County, Healthcare,Allegheny Health Network"
685,2022-06-02,Germany,Kassel,HE,City cleaning service,In process of analysis,"Hesse, Administration, Authority, Government, Public sector,Disposal, Utility,Stadtreiniger Kassel"
686,2022-06-02,Iran,Tehran,Tehran,City,In process of analysis,"Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
